!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
def(SIGHUP),
def(CURL_DOES_CONVERSIONS),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB585),
def(SIGPIPE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
!def(HAVE_GSSAPI),
!def(UNITTESTS),
def(USE_GNUTLS),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NGHTTP2),
def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NSS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__VMS),
!def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_LIBRTMP),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
True,
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CYASSL),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_PROXY),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR_6),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(SIGALRM),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DO_LINEEND_CONV),
!def(__EMX__),
def(DISABLE_EXPECT),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLRES_SYNCH),
!def(HAVE_INET_PTON),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
!def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(UNITTESTS),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
