def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLDEBUG),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
!def(CURL_DISABLE_FTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NSS),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_DICT),
def(HAVE_GETHOSTNAME),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__riscos__),
!def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
!def(DEBUGBUILD),
def(USE_POLARSSL),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TFTP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DISABLE_EXPECT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(ENABLE_IPV6),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FSETXATTR),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
True,
def(__AMIGA__),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
def(LIB585),
def(__VMS),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
def(UNITTESTS),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
