def(SIGALRM),
def(LIB585),
def(HAVE_FSETXATTR),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NTLM),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
def(CURLRES_SYNCH),
def(DEBUGBUILD),
!def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(LIB1503),
!def(CURL_DISABLE_DICT),
def(HAVE_PIPE),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
def(ENABLE_IPV6),
def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_INET_NTOP),
def(SIGHUP),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
def(HAVE_SETMODE),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
def(__VMS),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SOCKETPAIR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
def(USE_LIBRTMP),
def(USE_CHUNKED),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
!def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
