def(USE_CHUNKED),
def(USE_CYASSL),
def(HAVE_GSSAPI),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_PIPE),
def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
!def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
def(SIGALRM),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_NTLM),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_GSSAPI),
def(__riscos__),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1503),
!def(CURL_DISABLE_DICT),
def(USE_WINDOWS_SSPI),
def(TIME_WITH_SYS_TIME),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
def(SIGHUP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(MEMDEBUG_LOG_SYNC),
!def(_LDAP_PVT_H),
def(USE_GNUTLS),
!def(HAVE_INET_NTOP),
def(USE_NSS),
def(LIB1502),
!def(__EMX__),
def(SIGPIPE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
True,
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TFTP),
def(USE_NGHTTP2),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(DEBUGBUILD),
