def(HAVE_FSETXATTR_6),
!def(HAVE_STRTOK_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(ENABLE_IPV6),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_NTOP),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_PROXY),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NTLM),
!def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
def(HAVE_PIPE),
def(CURL_DOES_CONVERSIONS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_SETMODE),
def(CURLDEBUG),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__EMX__),
!def(DEBUGBUILD),
def(DEBUGBUILD),
!def(HAVE_BASENAME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
def(__VMS),
def(USE_GNUTLS),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
def(LIB1503),
def(USE_NGHTTP2),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_NSS),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
(def(USE_NSS)&def(USE_NTLM)),
def(UNITTESTS),
!def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
def(USE_CHUNKED),
def(SIGHUP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURLRES_SYNCH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_WINDOWS_SSPI),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_GOPHER),
