def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NGHTTP2),
def(ENABLE_IPV6),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGHUP),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
True,
!def(DEBUGBUILD),
!def(HAVE_GSSAPI),
def(CURLDEBUG),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NTLM),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(TIME_WITH_SYS_TIME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(MEMDEBUG_LOG_SYNC),
def(__riscos__),
def(USE_NSS),
def(USE_ENVIRONMENT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_PIPE),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_PROXY),
def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TELNET),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
!def(HAVE_BASENAME),
def(LIB585),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DO_LINEEND_CONV),
def(USE_CHUNKED),
!def(HAVE_INET_PTON),
def(DISABLE_EXPECT),
def(USE_GNUTLS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_NTOP),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_GSSAPI),
def(LIB1502),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
def(SIGALRM),
def(LIB1503),
