def(HAVE_WRITABLE_ARGV),
def(CURL_DO_LINEEND_CONV),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(SIGHUP),
!def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CYASSL),
def(SIGPIPE),
def(UNITTESTS),
def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGALRM),
def(LIB1502),
def(LIB585),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DISABLE_HTTP),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_TFTP),
def(HAVE_SETMODE),
def(USE_NTLM),
def(HAVE_FSETXATTR),
!def(HAVE_GETPASS_R),
def(DEBUGBUILD),
def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR_6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_GOPHER),
True,
def(HAVE_FDOPEN),
def(USE_POLARSSL),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(__AMIGA__)),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_NTOP),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLDEBUG),
def(CURLRES_SYNCH),
!def(HAVE_GSSAPI),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TELNET),
def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
def(__riscos__),
def(USE_NSS),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(__EMX__),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_SOCKETPAIR),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_PIPE),
!def(HAVE_STRTOK_R),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(USE_NSS)&def(USE_NTLM)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
