(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_HTTP),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(USE_WINDOWS_SSPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_GOPHER),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_FTP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
def(USE_GNUTLS),
!def(CURL_DISABLE_DICT),
True,
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_RTSP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURLDEBUG),
def(LIB585),
def(TIME_WITH_SYS_TIME),
def(__AMIGA__),
def(USE_POLARSSL),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SETMODE),
def(HAVE_GETHOSTNAME),
!def(HAVE_INET_PTON),
def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
def(__riscos__),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LDAP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
def(__VMS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_LIBRTMP),
