def(HAVE_FDOPEN),
def(__riscos__),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURLRES_SYNCH),
def(LIB1503),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
!def(HAVE_BASENAME),
def(SIGHUP),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_DICT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DISABLE_EXPECT),
def(SIGALRM),
True,
def(LIB585),
def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NTLM),
def(HAVE_PIPE),
!def(CURL_DISABLE_LDAP),
def(SIGPIPE),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
!def(HAVE_GETPASS_R),
def(__EMX__),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TFTP),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(WIN32)&!def(__AMIGA__)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NSS),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
def(USE_POLARSSL),
def(WIN32),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(DEBUGBUILD),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
