def(USE_LIBRTMP),
def(DEBUGBUILD),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DISABLE_HTTP),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NTLM),
def(ENABLE_IPV6),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURLDEBUG),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(USE_CYASSL),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
def(__AMIGA__),
True,
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
(def(__AMIGA__)&!def(__libnix__)),
def(LIB585),
def(USE_POLARSSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(__VMS),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_GETHOSTNAME),
!def(CURL_DISABLE_DICT),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DISABLE_TFTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(DEBUGBUILD),
def(__riscos__),
def(HAVE_FSETXATTR),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_FTP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_PIPE),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LDAP),
