(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_FTP),
!def(HAVE_INET_PTON),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
def(__VMS),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CHUNKED),
def(HAVE_FSETXATTR),
def(DEBUGBUILD),
def(__AMIGA__),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SETMODE),
def(USE_NTLM),
(def(__AMIGA__)&!def(__libnix__)),
def(HAVE_GETHOSTNAME),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__EMX__),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
True,
def(CURL_DISABLE_HTTP),
!def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(USE_GNUTLS),
