!def(CURL_DISABLE_PROXY),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(UNITTESTS),
def(USE_LIBRTMP),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_WRITABLE_ARGV),
def(SIGALRM),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
def(__VMS),
def(CURL_DISABLE_HTTP),
True,
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_DICT),
def(HAVE_FDOPEN),
!def(HAVE_MEMRCHR),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NGHTTP2),
!def(HAVE_GSSAPI),
def(USE_GNUTLS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(MEMDEBUG_LOG_SYNC),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_HTTP),
def(LIB585),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FSETXATTR),
def(LIB1502),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
!def(_LDAP_PVT_H),
def(__riscos__),
def(HAVE_SOCKETPAIR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
!def(HAVE_BASENAME),
def(USE_CHUNKED),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
def(SIGHUP),
def(LIB1503),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__EMX__),
def(ENABLE_IPV6),
def(DISABLE_EXPECT),
def(SIGPIPE),
