!def(HAVE_FSETXATTR),
def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__riscos__),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_DICT),
def(ENABLE_IPV6),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
def(SIGHUP),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
def(USE_WINDOWS_SSPI),
def(USE_NGHTTP2),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LDAP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
def(SIGPIPE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FDOPEN),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NSS),
def(LIB1502),
(def(USE_NSS)&def(USE_NTLM)),
def(LIB585),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLRES_SYNCH),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_GSSAPI),
!def(_LDAP_PVT_H),
!def(HAVE_MEMRCHR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_PTON),
def(LIB1503),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
True,
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGALRM),
def(__VMS),
def(DISABLE_EXPECT),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_LIBRTMP),
def(HAVE_SETMODE),
def(MEMDEBUG_LOG_SYNC),
