!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NSS),
def(USE_GNUTLS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
True,
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NGHTTP2),
def(TIME_WITH_SYS_TIME),
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_LDAP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(DEBUGBUILD),
!def(UNITTESTS),
def(__VMS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGPIPE),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
def(HAVE_SOCKETPAIR),
def(USE_ENVIRONMENT),
def(LIB585),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_BASENAME),
!def(HAVE_MEMRCHR),
def(__EMX__),
def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_GETPASS_R),
(def(USE_NSS)&def(USE_NTLM)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__riscos__),
!def(HAVE_STRTOK_R),
def(USE_WINDOWS_SSPI),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_LIBRTMP),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
def(LIB1503),
def(LIB1502),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
!def(__EMX__),
def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
def(HAVE_FDOPEN),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(UNITTESTS),
