def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_GNUTLS),
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
def(DEBUGBUILD),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_PROXY),
def(CURLDEBUG),
def(USE_ENVIRONMENT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(ENABLE_IPV6),
def(USE_CYASSL),
def(USE_NTLM),
!def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
def(CURLRES_SYNCH),
def(WIN32),
!def(__EMX__),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(SIGPIPE),
def(HAVE_SETMODE),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1503),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_CHUNKED),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
True,
def(USE_POLARSSL),
def(LIB1502),
!def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_INET_PTON),
!def(_LDAP_PVT_H),
def(CURL_DISABLE_HTTP),
def(HAVE_WRITABLE_ARGV),
def(HAVE_PIPE),
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR),
def(SIGALRM),
def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_HTTP),
def(LIB585),
!def(CURL_DISABLE_LDAP),
