def(DISABLE_EXPECT),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB1502),
!def(HAVE_MEMRCHR),
!def(__EMX__),
def(__EMX__),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
!def(HAVE_GSSAPI),
def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
def(USE_POLARSSL),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(SIGHUP),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_LIBRTMP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NSS),
def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SOCKETPAIR),
def(HAVE_FSETXATTR_6),
def(CURL_DISABLE_HTTP),
def(USE_NGHTTP2),
def(USE_CYASSL),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(__AMIGA__)),
True,
def(USE_GNUTLS),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_SETMODE),
!def(HAVE_BASENAME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_DICT),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_RTSP),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(SIGPIPE),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DEBUGBUILD),
def(__riscos__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
