!def(HAVE_INET_PTON),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
def(__riscos__),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
True,
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
def(HAVE_SETMODE),
def(SIGPIPE),
def(USE_GNUTLS),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
def(USE_NSS),
def(CURLRES_SYNCH),
def(USE_WINDOWS_SSPI),
def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_PROXY),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NGHTTP2),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_ENVIRONMENT),
def(CURLDEBUG),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
def(SIGHUP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(LIB585),
!def(UNITTESTS),
def(UNITTESTS),
def(USE_NTLM),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_RTSP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_INET_NTOP),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1503),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LDAP),
!def(HAVE_MEMRCHR),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_NSS)&def(USE_NTLM)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_BASENAME),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(__EMX__),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
