def(HAVE_FDOPEN),
!def(__EMX__),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GSSAPI),
def(ENABLE_IPV6),
def(CURL_DO_LINEEND_CONV),
def(__riscos__),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
def(LIB585),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_POLARSSL),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(MEMDEBUG_LOG_SYNC),
def(USE_ENVIRONMENT),
!def(HAVE_FSETXATTR),
!def(HAVE_GETPASS_R),
def(LIB1502),
!def(CURL_DISABLE_LDAP),
def(USE_LIBRTMP),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGHUP),
!def(CURL_DISABLE_DICT),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_GSSAPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_HTTP),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
!def(_LDAP_PVT_H),
def(USE_GNUTLS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGALRM),
!def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
def(USE_NGHTTP2),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(__VMS),
def(USE_CHUNKED),
def(HAVE_SOCKETPAIR),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
def(LIB1503),
