def(CURLRES_SYNCH),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_TFTP),
def(CURLDEBUG),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB585),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB1502),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NSS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(ENABLE_IPV6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGPIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(USE_WINDOWS_SSPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__riscos__),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
!def(HAVE_GETPASS_R),
def(__EMX__),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_NTOP),
!def(__EMX__),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_PIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_POLARSSL),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(TIME_WITH_SYS_TIME),
def(MEMDEBUG_LOG_SYNC),
def(USE_LIBRTMP),
def(USE_NGHTTP2),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
!def(DEBUGBUILD),
def(__VMS),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_PTON),
def(SIGALRM),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
def(USE_GNUTLS),
True,
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(LIB1503),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
