!def(HAVE_INET_PTON),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_PIPE),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_ENVIRONMENT),
def(SIGALRM),
def(ENABLE_IPV6),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR_6),
def(DISABLE_EXPECT),
def(CURLDEBUG),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DO_LINEEND_CONV),
def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
def(LIB585),
!def(CURL_DISABLE_LDAP),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
def(__riscos__),
def(USE_POLARSSL),
def(USE_CHUNKED),
def(CURLRES_SYNCH),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GSSAPI),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NTLM),
!def(HAVE_GETPASS_R),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
True,
def(HAVE_SOCKETPAIR),
def(USE_GNUTLS),
def(DEBUGBUILD),
def(USE_CYASSL),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FSETXATTR),
(def(USE_NSS)&def(USE_NTLM)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_NTOP),
def(SIGPIPE),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
def(SIGHUP),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FDOPEN),
def(TIME_WITH_SYS_TIME),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NGHTTP2),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
