def(DISABLE_EXPECT),
!def(HAVE_BASENAME),
def(SIGHUP),
def(SIGALRM),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
def(HAVE_SETMODE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(UNITTESTS),
def(__riscos__),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(TIME_WITH_SYS_TIME),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__VMS),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
def(USE_NSS),
def(HAVE_FDOPEN),
def(USE_NTLM),
def(CURL_DISABLE_HTTP),
True,
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
def(USE_POLARSSL),
def(LIB585),
!def(HAVE_MEMRCHR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_INET_NTOP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
def(LIB1502),
def(HAVE_FSETXATTR),
def(LIB1503),
!def(CURL_DISABLE_DICT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_PIPE),
!def(CURL_DISABLE_RTSP),
def(USE_CHUNKED),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
