def(HAVE_WRITABLE_ARGV),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_STRTOK_R),
!def(__EMX__),
def(HAVE_FSETXATTR),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
def(SIGHUP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB1502),
!def(CURL_DISABLE_DICT),
!def(_LDAP_PVT_H),
!def(HAVE_INET_PTON),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
(def(HAVE_PIPE)&!def(UNITTESTS)),
True,
def(LIB585),
def(CURL_DO_LINEEND_CONV),
def(USE_GNUTLS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
def(USE_CYASSL),
def(TIME_WITH_SYS_TIME),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_MEMRCHR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
!def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1503),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
def(USE_NGHTTP2),
!def(CURL_DISABLE_RTSP),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FDOPEN),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_GSSAPI),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
def(SIGPIPE),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_FSETXATTR),
def(SIGALRM),
