def(SIGHUP),
(def(USE_NSS)&def(USE_NTLM)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
def(LIB585),
!def(HAVE_INET_NTOP),
def(USE_CHUNKED),
True,
def(DEBUGBUILD),
!def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
def(USE_GNUTLS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLDEBUG),
def(HAVE_SETMODE),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
def(USE_NSS),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
(def(WIN32)&!def(_WIN32_WCE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NGHTTP2),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_MEMRCHR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGALRM),
!def(HAVE_BASENAME),
def(USE_NTLM),
!def(__EMX__),
def(__EMX__),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
!def(HAVE_INET_PTON),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(SIGPIPE),
def(HAVE_PIPE),
def(CURL_DO_LINEEND_CONV),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(__riscos__),
def(USE_WINDOWS_SSPI),
def(USE_ENVIRONMENT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_DICT),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
!def(HAVE_GSSAPI),
