def(HAVE_PIPE),
def(USE_CHUNKED),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_FTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FSETXATTR),
def(DEBUGBUILD),
!def(DEBUGBUILD),
def(HAVE_GETHOSTNAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(CURL_DOES_CONVERSIONS),
def(__AMIGA__),
def(CURLDEBUG),
def(USE_NSS),
def(LIB585),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
def(__EMX__),
def(USE_GNUTLS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(__VMS),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(UNITTESTS),
!def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_RTSP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
True,
def(DISABLE_EXPECT),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_PTON),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
!def(CURL_DOES_CONVERSIONS),
def(__riscos__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
