!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(HAVE_WRITABLE_ARGV),
def(HAVE_SETMODE),
def(HAVE_PIPE),
!def(HAVE_STRTOK_R),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_PROXY),
!def(__EMX__),
def(USE_POLARSSL),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(__AMIGA__)),
def(__riscos__),
!def(HAVE_INET_PTON),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
def(CURLDEBUG),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_GETHOSTNAME),
!def(_LDAP_PVT_H),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__VMS),
def(UNITTESTS),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__AMIGA__),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
True,
!def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_DICT),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
