def(HAVE_WRITABLE_ARGV),
def(CURLRES_SYNCH),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_MEMRCHR),
def(LIB1502),
def(CURL_DISABLE_HTTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
!def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_DICT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_SOCKETPAIR),
!def(HAVE_INET_PTON),
def(TIME_WITH_SYS_TIME),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(UNITTESTS),
def(DISABLE_EXPECT),
def(LIB585),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
def(LIB1503),
def(ENABLE_IPV6),
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
!def(HAVE_GSSAPI),
def(SIGHUP),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GETPASS_R),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR),
def(USE_CYASSL),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGPIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
def(MEMDEBUG_LOG_SYNC),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
def(SIGALRM),
def(__EMX__),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_PROXY),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_GOPHER),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
!def(HAVE_INET_NTOP),
