def(HAVE_FDOPEN),
def(USE_POLARSSL),
!def(USE_WIN32_IDN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CYASSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_GETPASS_R),
def(SIGPIPE),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
True,
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1503),
!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(DEBUGBUILD),
def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGALRM),
!def(HAVE_GSSAPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__EMX__),
!def(HAVE_BASENAME),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
def(USE_NGHTTP2),
def(LIB585),
def(CURLRES_SYNCH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1502),
def(USE_LIBRTMP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__riscos__),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_DICT),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_GSSAPI),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_FSETXATTR_6),
def(CURL_DO_LINEEND_CONV),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(UNITTESTS),
def(USE_CHUNKED),
!def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(TIME_WITH_SYS_TIME),
def(DISABLE_EXPECT),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(__EMX__),
!def(HAVE_OPENSSL),
def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
def(SIGHUP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
