def(USE_WINDOWS_SSPI),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(WIN32),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
def(HAVE_SETMODE),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_PROXY),
!def(HAVE_INET_NTOP),
def(CURL_DOES_CONVERSIONS),
True,
def(SIGALRM),
!def(_LDAP_PVT_H),
def(CURLDEBUG),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB585),
def(HAVE_PIPE),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGPIPE),
def(SIGHUP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
def(HAVE_WRITABLE_ARGV),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_BASENAME),
def(DISABLE_EXPECT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_GNUTLS),
def(USE_LIBRTMP),
def(HAVE_SOCKETPAIR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
def(USE_NTLM),
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(USE_POLARSSL),
def(ENABLE_IPV6),
!def(HAVE_MEMRCHR),
!def(HAVE_GETPASS_R),
def(HAVE_FSETXATTR),
def(LIB1502),
