!def(HAVE_GSSAPI),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(HAVE_INET_NTOP),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1502),
!def(CURL_DISABLE_TELNET),
def(SIGINT),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
def(USE_CHUNKED),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(LIB585),
def(TIME_WITH_SYS_TIME),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
def(HAVE_FSETXATTR_6),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGPIPE),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_RTSP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGTERM),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_DICT),
True,
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_STRTOK_R),
!def(_LDAP_PVT_H),
def(__EMX__),
def(USE_GNUTLS),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR),
!def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(USE_WIN32_IDN),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_LDAP),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
def(CURL_DO_LINEEND_CONV),
def(USE_LIBRTMP),
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURLRES_SYNCH),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_GOPHER),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TFTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
