!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
def(CURL_DISABLE_HTTP),
def(ENABLE_IPV6),
def(CURL_DO_LINEEND_CONV),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SETMODE),
def(CURLDEBUG),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_LIBRTMP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
!def(HAVE_GETPASS_R),
def(__riscos__),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
def(SIGPIPE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_PIPE),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
def(LIB585),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(SIGALRM),
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
def(USE_NGHTTP2),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(__EMX__),
!def(CURL_DISABLE_TFTP),
def(UNITTESTS),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1503),
def(SIGHUP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(TIME_WITH_SYS_TIME),
def(USE_NSS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TELNET),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1502),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_BASENAME),
(def(WIN32)&!def(__AMIGA__)),
def(__VMS),
