def(USE_GNUTLS),
def(HAVE_WRITABLE_ARGV),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB1502),
!def(HAVE_STRTOK_R),
def(SIGALRM),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GETPASS_R),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(__riscos__),
def(USE_NTLM),
def(MEMDEBUG_LOG_SYNC),
def(UNITTESTS),
def(__VMS),
!def(_LDAP_PVT_H),
def(LIB1503),
def(USE_CHUNKED),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NSS),
!def(CURL_DISABLE_LDAP),
def(USE_POLARSSL),
def(CURL_DOES_CONVERSIONS),
def(USE_ENVIRONMENT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_NGHTTP2),
def(HAVE_PIPE),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_DICT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(DEBUGBUILD),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FSETXATTR_6),
!def(HAVE_MEMRCHR),
!def(DEBUGBUILD),
def(CURL_DO_LINEEND_CONV),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLDEBUG),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GSSAPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SOCKETPAIR),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
def(CURLRES_SYNCH),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(CURL_DISABLE_RTSP),
def(SIGHUP),
!def(CURL_DISABLE_TELNET),
True,
(def(WIN32)&!def(_WIN32_WCE)),
def(DISABLE_EXPECT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
