def(HAVE_SOCKETPAIR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(TIME_WITH_SYS_TIME),
def(SIGHUP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(__riscos__),
def(CURLRES_SYNCH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_GOPHER),
def(UNITTESTS),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_PTON),
!def(HAVE_FSETXATTR),
def(SIGPIPE),
!def(CURL_DISABLE_TELNET),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NGHTTP2),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1502),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
def(HAVE_FSETXATTR_6),
True,
def(HAVE_GSSAPI),
def(HAVE_SETMODE),
def(HAVE_FDOPEN),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__EMX__),
def(USE_POLARSSL),
!def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TFTP),
def(__VMS),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_INET_NTOP),
def(USE_NSS),
def(LIB1503),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
