def(HAVE_FSETXATTR_6),
!def(__EMX__),
def(SIGHUP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGALRM),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1503),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(SIGINT),
def(USE_NGHTTP2),
def(LIB1502),
True,
def(HAVE_WRITABLE_ARGV),
def(USE_GNUTLS),
!def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGTERM),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TELNET),
def(USE_ENVIRONMENT),
def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_GOPHER),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_PROXY),
def(DISABLE_EXPECT),
!def(HAVE_STRTOK_R),
!def(USE_WIN32_IDN),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_POLARSSL),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_DICT),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLRES_SYNCH),
def(SIGPIPE),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
def(MEMDEBUG_LOG_SYNC),
def(__EMX__),
def(UNITTESTS),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
def(LIB585),
def(__riscos__),
!def(UNITTESTS),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__VMS),
!def(HAVE_MEMRCHR),
