!def(HAVE_INET_NTOP),
def(USE_NSS),
def(USE_NGHTTP2),
!def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DEBUGBUILD),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
def(ENABLE_IPV6),
def(__riscos__),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__EMX__),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
True,
def(CURLRES_SYNCH),
def(LIB1502),
!def(HAVE_STRTOK_R),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1503),
!def(HAVE_GSSAPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(USE_GNUTLS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
def(SIGHUP),
def(USE_ENVIRONMENT),
def(HAVE_FSETXATTR_6),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_FSETXATTR),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_GETPASS_R),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_GSSAPI),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_PROXY),
def(__VMS),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
def(HAVE_SETMODE),
def(USE_CHUNKED),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_BASENAME),
def(TIME_WITH_SYS_TIME),
def(HAVE_FDOPEN),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
!def(DEBUGBUILD),
