def(USE_NSS),
def(MEMDEBUG_LOG_SYNC),
def(__riscos__),
def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_ENVIRONMENT),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLRES_SYNCH),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
def(USE_POLARSSL),
def(USE_NGHTTP2),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_PTON),
(def(USE_NSS)&def(USE_NTLM)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_WRITABLE_ARGV),
def(DEBUGBUILD),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_TFTP),
def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
def(CURL_DOES_CONVERSIONS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(DEBUGBUILD),
def(HAVE_FDOPEN),
def(USE_GNUTLS),
def(UNITTESTS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
def(SIGHUP),
def(SIGPIPE),
!def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1502),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_BASENAME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SOCKETPAIR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_NTLM),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(TIME_WITH_SYS_TIME),
def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
True,
def(HAVE_GSSAPI),
!def(_LDAP_PVT_H),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1503),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_CYASSL),
def(USE_LIBRTMP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
