!def(HAVE_MEMRCHR),
def(UNITTESTS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(WIN32)&!def(_WIN32_WCE)),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
def(USE_WINDOWS_SSPI),
!def(DEBUGBUILD),
!def(HAVE_INET_PTON),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FSETXATTR),
def(SIGPIPE),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_PROXY),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
!def(HAVE_BASENAME),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
True,
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GSSAPI),
def(SIGHUP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB1503),
def(CURLRES_SYNCH),
def(SIGALRM),
def(CURL_DO_LINEEND_CONV),
def(USE_LIBRTMP),
def(USE_NGHTTP2),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_GETPASS_R),
!def(__EMX__),
def(HAVE_WRITABLE_ARGV),
!def(UNITTESTS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_POLARSSL),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
def(DEBUGBUILD),
def(LIB1502),
def(LIB585),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_RTSP),
def(USE_NSS),
def(USE_CHUNKED),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
def(__riscos__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
