def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
!def(__EMX__),
def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(UNITTESTS),
def(__riscos__),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
!def(_LDAP_PVT_H),
!def(HAVE_INET_NTOP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
def(USE_GNUTLS),
!def(HAVE_GETPASS_R),
def(__VMS),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB585),
def(USE_NSS),
!def(HAVE_STRTOK_R),
def(SIGALRM),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
True,
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
def(USE_WINDOWS_SSPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_BASENAME),
def(SIGHUP),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
def(SIGPIPE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_DICT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB1502),
def(CURLDEBUG),
!def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLRES_SYNCH),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
