def(HAVE_GETHOSTNAME),
def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TFTP),
def(HAVE_PIPE),
def(CURLDEBUG),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_FTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_PTON),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__VMS),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
(def(__AMIGA__)&!def(__libnix__)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TELNET),
def(USE_NSS),
!def(CURL_DISABLE_DICT),
def(HAVE_SETMODE),
def(__AMIGA__),
def(LIB585),
def(ENABLE_IPV6),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(USE_CHUNKED),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
!def(HAVE_STRTOK_R),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_WRITABLE_ARGV),
