!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
def(USE_POLARSSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__EMX__),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TELNET),
def(USE_GNUTLS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_CHUNKED),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
def(MEMDEBUG_LOG_SYNC),
def(ENABLE_IPV6),
!def(__EMX__),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_PROXY),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(WIN32)&!def(__AMIGA__)),
def(__AMIGA__),
!def(CURL_DISABLE_FTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_RTSP),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(_LDAP_PVT_H),
def(HAVE_PIPE),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
def(USE_CYASSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
!def(USE_WINDOWS_SSPI),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_GOPHER),
def(LIB585),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
