def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR),
def(SIGALRM),
def(ENABLE_IPV6),
!def(CURL_DISABLE_RTSP),
def(USE_NTLM),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
def(LIB1502),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
def(USE_GNUTLS),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
def(USE_NSS),
def(CURLDEBUG),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CYASSL),
def(DEBUGBUILD),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_DICT),
def(CURLRES_SYNCH),
def(HAVE_PIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__riscos__),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_GETPASS_R),
def(HAVE_WRITABLE_ARGV),
!def(__EMX__),
!def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
def(USE_CHUNKED),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGHUP),
def(LIB1503),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_PROXY),
