!def(CURL_DISABLE_GOPHER),
def(USE_NSS),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_SETMODE),
def(HAVE_PIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LDAP),
def(MEMDEBUG_LOG_SYNC),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
def(LIB585),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
def(USE_NTLM),
def(LIB1503),
!def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_PROXY),
(!def(_WIN32_WCE)&!def(WIN32)),
def(ENABLE_IPV6),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(UNITTESTS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(DEBUGBUILD),
def(USE_POLARSSL),
def(__riscos__),
def(USE_GNUTLS),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
!def(HAVE_INET_PTON),
def(USE_WINDOWS_SSPI),
!def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
def(HAVE_FDOPEN),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_MEMRCHR),
def(__VMS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_LIBRTMP),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_TELNET),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_WRITABLE_ARGV),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
