(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_TFTP),
def(USE_NSS),
def(__AMIGA__),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(USE_WINDOWS_SSPI),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR),
def(LIB585),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__riscos__),
!def(CURL_DISABLE_FTP),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
True,
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
(def(__AMIGA__)&!def(__libnix__)),
!def(HAVE_INET_PTON),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
def(USE_CYASSL),
!def(CURL_DISABLE_PROXY),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_GETHOSTNAME),
def(__EMX__),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(_LDAP_PVT_H),
def(HAVE_SETMODE),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
