def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NSS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
def(HAVE_GSSAPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(MEMDEBUG_LOG_SYNC),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
!def(HAVE_INET_NTOP),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SOCKETPAIR),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
def(USE_POLARSSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
def(LIB1503),
def(__EMX__),
def(HAVE_PIPE),
def(LIB585),
!def(__EMX__),
!def(_LDAP_PVT_H),
!def(HAVE_MEMRCHR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
def(HAVE_FDOPEN),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_GNUTLS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1502),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_DICT),
def(CURL_DISABLE_HTTP),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
!def(DEBUGBUILD),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_PROXY),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
def(TIME_WITH_SYS_TIME),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(ENABLE_IPV6),
def(SIGHUP),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
