def(USE_LIBRTMP),
!def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_GOPHER),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
def(SIGALRM),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR_6),
def(HAVE_SOCKETPAIR),
!def(HAVE_STRTOK_R),
!def(HAVE_GETPASS_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_ENVIRONMENT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_PROXY),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(__EMX__),
def(USE_NGHTTP2),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(UNITTESTS),
True,
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(USE_WIN32_IDN),
def(USE_NSS),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_DICT),
def(TIME_WITH_SYS_TIME),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_WRITABLE_ARGV),
def(LIB585),
def(__EMX__),
def(UNITTESTS),
!def(HAVE_GSSAPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_TFTP),
def(USE_GNUTLS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__VMS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLRES_SYNCH),
def(DEBUGBUILD),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
def(LIB1502),
def(LIB1503),
def(USE_POLARSSL),
!def(HAVE_MEMRCHR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
