def(HAVE_FDOPEN),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
def(HAVE_SETMODE),
!def(HAVE_MEMRCHR),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_LIBRTMP),
def(HAVE_GSSAPI),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(LIB1502),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_NGHTTP2),
def(CURLRES_SYNCH),
def(USE_GNUTLS),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(TIME_WITH_SYS_TIME),
def(CURLDEBUG),
!def(_LDAP_PVT_H),
True,
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
def(LIB1503),
!def(HAVE_GSSAPI),
def(USE_POLARSSL),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
def(DEBUGBUILD),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
def(__VMS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_DICT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DO_LINEEND_CONV),
!def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
!def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_WINDOWS_SSPI),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TELNET),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DISABLE_HTTP),
def(__EMX__),
def(SIGHUP),
(def(WIN32)&!def(__AMIGA__)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
