def(HAVE_FDOPEN),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(LIB1502),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
True,
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_NTOP),
def(LIB585),
def(HAVE_SETMODE),
def(USE_NSS),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_WINDOWS_SSPI),
def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_BASENAME),
def(CURLRES_SYNCH),
def(SIGHUP),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1503),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_PIPE),
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TFTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
def(USE_NGHTTP2),
def(HAVE_WRITABLE_ARGV),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_DICT),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_GOPHER),
def(__riscos__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURLDEBUG),
!def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_NTLM),
def(SIGALRM),
def(CURL_DO_LINEEND_CONV),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DISABLE_EXPECT),
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
!def(HAVE_MEMRCHR),
def(__VMS),
!def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
