def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
def(HAVE_PIPE),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(DEBUGBUILD),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_INET_NTOP),
!def(__EMX__),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_DICT),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
def(LIB1503),
def(USE_GNUTLS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
def(SIGPIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LDAP),
def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_POLARSSL),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGALRM),
def(TIME_WITH_SYS_TIME),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_CYASSL),
!def(CURL_DISABLE_TELNET),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
def(HAVE_SETMODE),
!def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CHUNKED),
def(LIB585),
(def(WIN32)&!def(__AMIGA__)),
def(__EMX__),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_PTON),
def(LIB1502),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLRES_SYNCH),
True,
def(USE_NTLM),
!def(HAVE_FSETXATTR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
