def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
(def(__AMIGA__)&!def(__libnix__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_FTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_POLARSSL),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_LIBCURL_OPTION),
True,
!def(HAVE_INET_PTON),
def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
def(HAVE_WRITABLE_ARGV),
def(HAVE_SETMODE),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_DICT),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_HTTP),
def(HAVE_GETHOSTNAME),
!def(CURL_DISABLE_TFTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__AMIGA__),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(LIB585),
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__VMS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(USE_WINDOWS_SSPI),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(USE_CHUNKED),
!def(CURL_DISABLE_TELNET),
def(CURLDEBUG),
!def(DEBUGBUILD),
def(HAVE_PIPE),
