!def(_LDAP_PVT_H),
def(CURLDEBUG),
!def(__EMX__),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LDAP),
def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_WINDOWS_SSPI),
def(SIGPIPE),
!def(HAVE_BASENAME),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
def(TIME_WITH_SYS_TIME),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
def(HAVE_SOCKETPAIR),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
def(SIGALRM),
def(LIB585),
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TFTP),
def(HAVE_PIPE),
def(SIGHUP),
def(HAVE_WRITABLE_ARGV),
!def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
!def(HAVE_STRTOK_R),
def(LIB1503),
!def(CURL_DISABLE_HTTP),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FDOPEN),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURLRES_SYNCH),
def(CURL_DOES_CONVERSIONS),
def(__riscos__),
def(USE_LIBRTMP),
def(USE_CHUNKED),
