def(SIGHUP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
!def(__EMX__),
!def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_GSSAPI),
def(CURLDEBUG),
def(HAVE_FDOPEN),
def(MEMDEBUG_LOG_SYNC),
def(LIB1503),
def(USE_WINDOWS_SSPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB585),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_CHUNKED),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_MEMRCHR),
def(USE_GNUTLS),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
def(TIME_WITH_SYS_TIME),
def(USE_NGHTTP2),
True,
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_PIPE),
def(HAVE_FSETXATTR_6),
def(__EMX__),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
def(USE_NTLM),
!def(CURL_DISABLE_PROXY),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DOES_CONVERSIONS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB1502),
def(SIGALRM),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SOCKETPAIR),
def(SIGPIPE),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_INET_PTON),
!def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(UNITTESTS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
def(USE_LIBRTMP),
