def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_FTP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB585),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_DICT),
def(USE_LIBRTMP),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(DEBUGBUILD),
def(HAVE_SETMODE),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
def(__AMIGA__),
def(USE_NSS),
def(__VMS),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR),
!def(USE_WINDOWS_SSPI),
def(DEBUGBUILD),
def(USE_CYASSL),
def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
!def(HAVE_FSETXATTR),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_INET_NTOP),
def(HAVE_GETHOSTNAME),
def(CURL_DOES_CONVERSIONS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_MEMRCHR),
