def(__riscos__),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_FTP),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_CYASSL),
def(__AMIGA__),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__EMX__),
!def(CURL_DISABLE_TFTP),
def(__VMS),
!def(CURL_DISABLE_DICT),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(USE_POLARSSL),
!def(DEBUGBUILD),
def(HAVE_SETMODE),
(def(__AMIGA__)&!def(__libnix__)),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TELNET),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(ENABLE_IPV6),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_GETHOSTNAME),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
!def(HAVE_INET_NTOP),
def(LIB585),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
True,
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(CURL_DOES_CONVERSIONS),
