(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGHUP),
def(SIGPIPE),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
def(CURLRES_SYNCH),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_FSETXATTR),
def(LIB1502),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SETMODE),
def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_HTTP),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_GSSAPI),
def(SIGALRM),
!def(HAVE_INET_PTON),
def(DISABLE_EXPECT),
def(CURLDEBUG),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
!def(HAVE_INET_NTOP),
True,
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NTLM),
def(UNITTESTS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
!def(HAVE_GETPASS_R),
def(LIB1503),
!def(HAVE_STRTOK_R),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(USE_POLARSSL),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_WRITABLE_ARGV),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__VMS),
def(USE_CHUNKED),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB585),
def(__riscos__),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SOCKETPAIR),
!def(__EMX__),
def(USE_ENVIRONMENT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
