(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_LIBRTMP),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_DICT),
def(HAVE_FSETXATTR),
def(SIGPIPE),
!def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
def(__riscos__),
def(CURL_DISABLE_HTTP),
def(LIB1502),
def(ENABLE_IPV6),
def(USE_NSS),
def(USE_WINDOWS_SSPI),
def(TIME_WITH_SYS_TIME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DISABLE_EXPECT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGHUP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(UNITTESTS),
def(HAVE_SOCKETPAIR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_LDAP),
def(SIGALRM),
!def(CURL_DISABLE_GOPHER),
def(HAVE_PIPE),
def(USE_CYASSL),
def(USE_CHUNKED),
def(__EMX__),
def(CURLDEBUG),
def(LIB1503),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_BASENAME),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_GNUTLS),
True,
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TELNET),
!def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
