def(MEMDEBUG_LOG_SYNC),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_TELNET),
def(USE_CYASSL),
!def(HAVE_GSSAPI),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB585),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DO_LINEEND_CONV),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_PROXY),
def(DISABLE_EXPECT),
def(HAVE_FSETXATTR_6),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
!def(HAVE_INET_PTON),
def(UNITTESTS),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGALRM),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
def(SIGPIPE),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
!def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NGHTTP2),
def(CURLRES_SYNCH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
True,
def(USE_GNUTLS),
def(HAVE_FDOPEN),
def(USE_POLARSSL),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(__AMIGA__)),
def(SIGHUP),
def(ENABLE_IPV6),
!def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
