def(USE_GNUTLS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_INET_NTOP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_TELNET),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(__EMX__),
True,
!def(CURL_DISABLE_PROXY),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
def(USE_NTLM),
def(LIB1502),
def(HAVE_FDOPEN),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__VMS),
def(LIB1503),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(TIME_WITH_SYS_TIME),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_POLARSSL),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_PTON),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_SETMODE),
def(ENABLE_IPV6),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
def(SIGALRM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(UNITTESTS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(SIGHUP),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_ENVIRONMENT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__riscos__),
!def(HAVE_GSSAPI),
def(MEMDEBUG_LOG_SYNC),
def(USE_NGHTTP2),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CHUNKED),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR),
def(DISABLE_EXPECT),
def(__EMX__),
!def(HAVE_BASENAME),
