(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__VMS),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(LIB1502),
def(USE_GNUTLS),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_POLARSSL),
def(SIGPIPE),
def(USE_CYASSL),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DISABLE_HTTP),
def(HAVE_SOCKETPAIR),
def(USE_ENVIRONMENT),
True,
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_GOPHER),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LDAP),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_GSSAPI),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FDOPEN),
!def(HAVE_INET_NTOP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TELNET),
def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(SIGHUP),
def(HAVE_WRITABLE_ARGV),
def(USE_WINDOWS_SSPI),
def(TIME_WITH_SYS_TIME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(__riscos__),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
def(USE_NTLM),
def(LIB1503),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(__AMIGA__)),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
!def(HAVE_FSETXATTR),
!def(HAVE_GETPASS_R),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(USE_NSS)&def(USE_NTLM)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR_6),
def(SIGALRM),
