def(USE_LIBRTMP),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(DEBUGBUILD),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DISABLE_DICT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_CYASSL),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
def(__AMIGA__),
def(ENABLE_IPV6),
def(HAVE_PIPE),
(def(__AMIGA__)&!def(__libnix__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(WIN32)&!def(__AMIGA__)),
def(__riscos__),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(USE_CHUNKED),
!def(HAVE_FSETXATTR),
def(LIB585),
!def(CURL_DISABLE_FTP),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
def(HAVE_GETHOSTNAME),
True,
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_LDAP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TELNET),
!def(_LDAP_PVT_H),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
def(__VMS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_POLARSSL),
def(CURLDEBUG),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
