def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
!def(HAVE_BASENAME),
!def(HAVE_STRTOK_R),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
!def(CURL_DISABLE_RTSP),
def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
def(USE_NTLM),
!def(__EMX__),
def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_GETPASS_R),
def(LIB585),
def(HAVE_PIPE),
!def(CURL_DISABLE_PROXY),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_GNUTLS),
!def(CURL_DISABLE_LDAP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SETMODE),
def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
True,
!def(HAVE_MEMRCHR),
def(USE_WINDOWS_SSPI),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
def(SIGALRM),
def(CURLRES_SYNCH),
def(__VMS),
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1502),
def(LIB1503),
def(ENABLE_IPV6),
!def(HAVE_INET_NTOP),
