def(HAVE_SOCKETPAIR),
def(LIB1502),
def(SIGHUP),
def(USE_GNUTLS),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_CHUNKED),
def(DEBUGBUILD),
def(LIB585),
def(USE_NSS),
def(__EMX__),
!def(HAVE_GETPASS_R),
!def(HAVE_GSSAPI),
def(USE_LIBRTMP),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_RTSP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_WINDOWS_SSPI),
def(USE_NGHTTP2),
!def(CURL_DISABLE_DICT),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
def(USE_POLARSSL),
def(CURL_DISABLE_HTTP),
def(MEMDEBUG_LOG_SYNC),
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(DEBUGBUILD),
def(HAVE_FDOPEN),
def(SIGALRM),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
def(HAVE_SETMODE),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
def(UNITTESTS),
def(DISABLE_EXPECT),
True,
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
def(__VMS),
def(ENABLE_IPV6),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_HTTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TELNET),
!def(HAVE_BASENAME),
