def(CURLRES_SYNCH),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FDOPEN),
def(USE_CYASSL),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GSSAPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
(def(USE_NSS)&def(USE_NTLM)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1503),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(TIME_WITH_SYS_TIME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR),
def(USE_NGHTTP2),
def(LIB585),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_BASENAME),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(ENABLE_IPV6),
def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
def(USE_WINDOWS_SSPI),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_STRTOK_R),
def(__VMS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__riscos__),
!def(CURL_DISABLE_RTSP),
def(UNITTESTS),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
!def(__EMX__),
def(__EMX__),
!def(DEBUGBUILD),
def(SIGPIPE),
!def(CURL_DISABLE_DICT),
def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
!def(HAVE_FSETXATTR),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(DISABLE_EXPECT),
def(HAVE_FSETXATTR_6),
def(CURLDEBUG),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NTLM),
def(USE_NSS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
True,
def(CURL_DISABLE_HTTP),
def(LIB1502),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_PTON),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SETMODE),
