!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_GETPASS_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_PTON),
def(CURL_DISABLE_HTTP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_FSETXATTR),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGALRM),
!def(CURL_DISABLE_TFTP),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FSETXATTR_6),
def(__riscos__),
!def(HAVE_BASENAME),
!def(UNITTESTS),
def(__EMX__),
def(CURLRES_SYNCH),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CHUNKED),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_GNUTLS),
def(HAVE_WRITABLE_ARGV),
def(USE_NGHTTP2),
def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(TIME_WITH_SYS_TIME),
(def(USE_NSS)&def(USE_NTLM)),
def(DEBUGBUILD),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB585),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__VMS),
def(UNITTESTS),
!def(HAVE_STRTOK_R),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
!def(CURL_DISABLE_PROXY),
def(DISABLE_EXPECT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(ENABLE_IPV6),
True,
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
!def(HAVE_GSSAPI),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
def(LIB1502),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NSS),
!def(CURL_DISABLE_DICT),
def(LIB1503),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_RTSP),
!def(HAVE_MEMRCHR),
