(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_GOPHER),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__VMS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(USE_POLARSSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(DISABLE_EXPECT),
def(USE_ENVIRONMENT),
!def(HAVE_MEMRCHR),
def(CURLDEBUG),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1502),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_FDOPEN),
True,
def(USE_NGHTTP2),
!def(HAVE_STRTOK_R),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_FSETXATTR),
def(LIB1503),
def(DEBUGBUILD),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGALRM),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_GNUTLS),
def(__EMX__),
def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB585),
!def(UNITTESTS),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TFTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NTLM),
def(HAVE_FSETXATTR_6),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SETMODE),
(def(USE_NSS)&def(USE_NTLM)),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
