!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
def(USE_POLARSSL),
(def(WIN32)&!def(__AMIGA__)),
def(UNITTESTS),
def(SIGHUP),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_GOPHER),
def(CURL_DOES_CONVERSIONS),
(def(USE_NSS)&def(USE_NTLM)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__riscos__),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
def(USE_LIBRTMP),
def(__EMX__),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_PIPE),
def(DISABLE_EXPECT),
def(USE_NSS),
!def(CURL_DISABLE_TFTP),
def(LIB1502),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGALRM),
def(LIB585),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
def(USE_WINDOWS_SSPI),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_GSSAPI),
def(HAVE_FSETXATTR_6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_STRTOK_R),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DISABLE_HTTP),
def(HAVE_SOCKETPAIR),
def(USE_CYASSL),
def(CURL_DO_LINEEND_CONV),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
def(HAVE_SETMODE),
!def(CURL_DISABLE_DICT),
def(CURLRES_SYNCH),
def(LIB1503),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
def(HAVE_FDOPEN),
def(USE_NTLM),
def(__VMS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGPIPE),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
